Num;"Date ouverture";"Resp ouverture";"Date saisie";"Respsaisie";Date r_solution;"Resp r_solution";Diff Open close;Mois;"Ncmde";"N≠ Facture";"Total net facture";Montant Net _ cr_diter;N client;"Cat_gorie client ";"D_nominationclient";Ref client;N≠bon retour;Identif. classement;N≠ fax client;N≠ tel  client;"Causelitige";Dep cause ltige;Description litige;;Nom du d_l_gue;Marque;Nom encodeuse;"Codearticle";D_nomination article;"Quantit_Produits";Description litige;Departement 1;Date action 1;Description 1;Check 1;Departement 2;Date action 2;Description 2;Check2;Close date;Check;Contr_le logistique ;Extra info;N≠ note de cr_dit;"Nouvellefacture";Code solution;"Date Relanc_";NCR MED NOMBRE;Dossier d_gat ;Ref dossier d_gats;Info NC transporteur 
2517;29/07/14;ENZA;20/08/14;ENZA;20/08/14;ENZA;cloture;2014/07;30021435;363461;170,51;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;;E GRO;0032/15286102;0032/15286100;1. Trop peu - faire suivre;ADV;Erreur encodage;1. Trop peu - faire suivreADVErreur encodage;GROSSISTE;N/A;FLOR;516400;K-SHP QUININE 400ML;3;;ADV;21/08/14;Nvlle cmde T1 ;20/08/14;Transp;21/08/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);20/08/14;2/09/14;;;CDE 3 X SH QUININE 400 ML PAS RECU - NELLE CDE;;30022554-1;8. Nvlle cmde ;;;;;
2518;28/07/14;ENZA;20/08/14;ENZA;9/10/14;AUDREY;cloture;2014/07;30021309;363337;803,98;58,92;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;201400494;E GRO;0;015/290784;2. Trop peu - Cr_diter;Transport;Casse;2. Trop peu - Cr_diterTransportCasse;GROSSISTE;N/A;FLOR;PLUSIEURS;PLUSIEURS;5;;ADV;21/08/14;VOIR ACTION 2;20/08/14;Transp;21/08/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;2/09/14;;24-oct;PRODUITS ABIMES;0040002344-7;;3. NC avec r_int_gration;;;;;
2519;28/07/14;ENZA;20/08/14;ENZA;20/08/14;ENZA;cloture;2014/07;30021309;363337;803,98;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;;E GRO;0032/15286102;0032/15286100;3. Excès - Facturer;Picking;Erreur de produit;3. Excès - FacturerPickingErreur de produit;GROSSISTE;N/A;FLOR;513005;A-LOT PX INTOL DFI 200ML;2;;ADV;21/08/14;VOIR ACTION 2;20/08/14;ADV;21/08/14;Nvlle cmde T1 ;20/08/14;21/08/14;;;RECU 2 PCS EN + A FACTURER;;30022557-1;9. Facturation - reçu en trop;;;;;
2520;28/07/14;ENZA;20/08/14;ENZA;20/08/14;ENZA;cloture;2014/07;30021309;363337;803,98;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;;E GRO;0032/15286102;0032/15286100;2. Trop peu - Cr_diter;Picking;Erreur produit;2. Trop peu - Cr_diterPickingErreur produit;GROSSISTE;N/A;FLOR;516080;A-LT DEMAQ DOUC 200ML;2;;ADV;21/08/14;VOIR ACTION 2;20/08/14;Transp;21/08/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);20/08/14;2/09/14;;;MANCO 2 LT DEMAQ DOUC NC A FAIRE;0040001882-8;;4. Nvlle cmde + NC;;;;;
2521;29/07/14;ENZA;20/08/14;ENZA;5/11/14;AUDREY;cloture;2014/07;30021383;363457;934,51;137,45;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;201400495;E GRO;0;015/290784;4. Excès - Cr_diter - enlevement;ADV;Erreur encodage;4. Excès - Cr_diter - enlevementADVErreur encodage;GROSSISTE;N/A;FLOR;517483;C-EXO HUILE NETT 200ML;24;;ADV;21/08/14;Facturation des produits livr_s en trop T1;20/08/14;Transp;21/08/14;Demande enlèvement transporteur;;2/09/14;;;PAS CDE RETOUR + NC - CDE CLEAN GEL REF 514805 A ENVOYER;40002786;30022558-1;13. NC voir retour stock;;;;;
2522;29/07/14;ENZA;20/08/14;ENZA;20/08/14;ENZA;cloture;2014/07;30021383;363457;934,51;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;;E GRO;0032/15286102;0032/15286100;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;GROSSISTE;N/A;FLOR;517834;A-CR PX INTOL DFI 50ML;10;;ADV;21/08/14;Cde +/- et refact T1 des produits livr_ en trop;20/08/14;Transp;21/08/14;Demande enlèvement transporteur;;2/09/14;;;MANCO A LA LIVRAISON A ENVOYER;;30022559-1;4. Nvlle cmde + NC;;;;;
2523;6/08/14;ENZA;20/08/14;ENZA;9/10/14;AUDREY;cloture;2014/08;30021784;364108;171,42;26,69;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;201400496;E GRO;0;015/290784;4. Excès - Cr_diter - enlevement;ADV;Erreur encodage;4. Excès - Cr_diter - enlevementADVErreur encodage;GROSSISTE;N/A;;636949;K-DERMOPAIN ALLERG 100GR;12;;ADV;21/08/14;Facturation des produits livr_s en trop T1;20/08/14;Transp;21/08/14;Demande enlèvement transporteur;;2/09/14;;24-oct;PRODUITS NON CDE RETOUR + NC;0040002345-7;;13. NC voir retour stock;;;;;
2524;6/08/14;ENZA;20/08/14;ENZA;20/08/14;ENZA;cloture;2014/08;30021781;364106;109,49;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;;E GRO;0032/15286102;0032/15286100;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;GROSSISTE;N/A;JONATHAN;521797;A-CR 30 TT 50ML;1;;ADV;21/08/14;Cde +/- et refact T1 des produits livr_ en trop;20/08/14;Transp;21/08/14;Demande enlèvement transporteur;20/08/14;2/09/14;;;MANQUE 1 PCS A  LIVR ;;30022560-1;4. Nvlle cmde + NC;;;;;
2525;7/08/14;ENZA;20/08/14;ENZA;20/08/14;ENZA;cloture;2014/08;30021936;364193;136,25;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;;E GRO;0032/15286102;0032/15286100;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;GROSSISTE;N/A;AMINA;524650;A-PROMO LT REP AP/SOL;1;;ADV;21/08/14;Cde +/- et refact T1 des produits livr_ en trop;20/08/14;Transp;21/08/14;Demande enlèvement transporteur;20/08/14;2/09/14;;;MANCO A ENVOYER -RECU LT AP SOL 200 ML A FACTURER;;0030022561-0030022562-1;4. Nvlle cmde + NC;;;;;
2526;7/08/14;ENZA;21/08/14;ENZA;;;92;2014/08;30021932;364189;146,58;;3340;3. PHARMA;ESCAPO GROOTHANDEL CVBA;;201400497;E GRO;0;015/290784;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;GROSSISTE;N/A;AMINA;519501;A-TOL EXT CR DFI 50ML;3;;ADV;22/08/14;Cde +/- et refact T1 des produits livr_ en trop;21/08/14;Transp;22/08/14;Demande enlèvement transporteur;21/08/14;3/09/14;;;PAS RECU 3 X TOL EXTR. CR // RECU 3 X CPI A LA PLACE RETOUR + NC + COR. CDE;;0030022599-1 / 0030022560-1;4. Nvlle cmde + NC;;;;;
2527;11/08/14;ENZA;21/08/14;ENZA;21/08/14;ENZA;cloture;2014/08;30021972;364320;778,6;;1001;3. PHARMA;APOT ANTVERPIA;;;A PH;0032/34553520;0032/34559461;6. Erreur admin;Commercial;Erreur encodage;6. Erreur adminCommercialErreur encodage;LOTTE LEPAGE;AVENE;ELECTRONIQUE;PLUSIEURS;0;;;ADV;22/08/14;VOIR ACTION 2;21/08/14;ADV;23/08/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;21/08/14;23/08/14;;;ERREUR REMISE SUR SOLAIRE NC + REFACT.;0040001891-7;0030022603-3;11. NC + refac;;;;;
2528;25/06/14;ENZA;21/08/14;ENZA;23/09/14;AUDREY;cloture;2014/06;80000333;360726;77,59;77,59;5585;3. PHARMA;APOT SMEKENS NV;;201400498;S PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;LAURE-ANNE VAN HEUVERSWYN;KLORANE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;22/08/14;Facturation des produits livr_s en trop T1;21/08/14;Transp;22/08/14;Demande enlèvement transporteur;;3/09/14;;17/sep;CL RECU 2 X LA PREV SH MANGUE-ENCODE 1X PAR JAN ET 2EME X PAR LAURE-AN ;0040002178+2179;;13. NC voir retour stock;;;;;
2529;5/03/14;AMINA;22/08/14;AMINA;22/08/14;AMINA;cloture;2014/03;50001380;345993;1.895,76;165,32;2038;3. PHARMA;PCIE MARIAGE CLABOTS SA;;;P PH;0032/61315089;0032/61311026;2. Trop peu - Cr_diter;Transport;Colis manquant;2. Trop peu - Cr_diterTransportColis manquant;PATRICIA DUPONT;AVENE;ELECTRONIQUE;PLUSIEURS;0;33;;Transp;23/08/14;V_rification sur le site + mail;22/08/14;Transp;24/08/14;NC T8;22/08/14;#VALUE!;;;;40001897;;11. NC + refac;22/08/14;;;;
2530;25/08/14;AMINA;25/08/14;AMINA;26/09/14;IMAN;cloture;2014/08;50005091;365592;525,77;;3089;3. PHARMA;PCIE BELAFHAL;;201400417;B PH;0; ;2. Trop peu - Cr_diter;Transport;Casse;2. Trop peu - Cr_diterTransportCasse;DAMIEN PRANGER;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;4;;ADV;26/08/14;VOIR ACTION 2;17/09/14;Transp;26/08/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;7/09/14;;17/sep;3 CLEN EMULS MAT  ABIMEES + 1 MANQUANT DU PRODUIT 523940 //  TEL CL 17/09/14 EP;40002198;30022687-1 / 0030024804;3. NC avec r_int_gration;17/09/14;;;;
2531;25/08/14;AMINA;25/08/14;AMINA;26/09/14;IMAN;cloture;2014/08;60000128;365274;170,36;170,36;1743;3. PHARMA;APOT APOBEL;;201400418;A PH;0;APB:418108;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;KAREN BROCHE;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;18;;ADV;26/08/14;Facturation des produits livr_s en trop T1;;Transp;26/08/14;Demande enlèvement transporteur;;7/09/14;;17/sep;;40002196;;13. NC voir retour stock;;;;;
2532;28/02/13;ENZA;26/08/14;ENZA;26/08/14;ENZA;cloture;2013/02;1350000667;305076;13.463,95;91,02;2356;6. GROSSISTES;BELMEDIS NV;;;B GRO;0032/92828266;0032/92809020;4. Excès - Cr_diter - enlevement;ADV;Erreur encodage;4. Excès - Cr_diter - enlevementADVErreur encodage;GROSSISTE;N/A;VIVIANE;PLUSIEURS;0;12;;ADV;27/08/14;Facturation des produits livr_s en trop T1;26/08/14;Transp;27/08/14;Demande enlèvement transporteur;26/08/14;8/09/14;;;NON CDE CLIENT A RENVOYER LES PRODUITS ( 2013 ) NC A FAIRE;0040001903-7;;13. NC voir retour stock;;;;;
2533;6/02/14;ENZA;26/08/14;ENZA;26/08/14;ENZA;cloture;2014/02;30007113;342965;238,4;;1811;3. PHARMA;APOT WARVAN C.V.B.A.;;;W PH;0032/56602092;0032/56601640;6. Erreur admin;Commercial;Erreur encodage;6. Erreur adminCommercialErreur encodage;CHARLOTTE GHEKIERE;AVENE;ELECTRONIQUE;PLUSIEURS;0;;;ADV;27/08/14;VOIR ACTION 2;26/08/14;ADV;28/08/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;26/08/14;28/08/14;;;CLIENT DEVAIT AVOIR 20% AU LIEU DE 18 % NC + REFACT.;0040001905-7;0030022813-3;11. NC + refac;;;;;
2534;17/06/14;ENZA;26/08/14;ENZA;26/08/14;ENZA;cloture;2014/06;30018206;359714;504,46;;5055;3. PHARMA;UNIVERSAL PHARMA SA;;;U PH;0032/65662918;0032/65662900;6. Erreur admin;ADV;Erreur encodage;6. Erreur adminADVErreur encodage;BEN DIERICKX;DUCRAY - A-DERMA;MAUREEN;517048;D-DIASEPT SOLUTION 125ML;48;;ADV;27/08/14;VOIR ACTION 2;26/08/14;ADV;28/08/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;26/08/14;28/08/14;;;RECU 17% AU LIEU DE 30 %;0040001906-7;0030022820-3;11. NC + refac;;;;;
2535;30/06/14;ENZA;26/08/14;ENZA;26/08/14;ENZA;cloture;2014/06;30019376;361420;328,1;;550003;3. PHARMA;UNIVERSAL PHARMA (BOUSSU);;;U PH;0032/65785852;0032/65785850;6. Erreur admin;Commercial;Erreur encodage;6. Erreur adminCommercialErreur encodage;REGINE BOUSSON;DUCRAY - A-DERMA;ELECTRONIQUE;517048;D-DIASEPT SOLUTION 125ML;6;;ADV;27/08/14;VOIR ACTION 2;26/08/14;ADV;28/08/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;26/08/14;28/08/14;;;RECU 17% AU LIEU DE 30 %;0040001907-7;0030022821-3;11. NC + refac;;;;;
2536;29/07/14;ENZA;26/08/14;ENZA;26/09/14;IMAN;cloture;2014/07;30021510;363542;544,64;287,81;4010077;1. COIFFEURS;HOFMANKAPPERS VOF;;201400503;H COIFF;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;RIANNE BROUWER;FURTERER;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;13;;ADV;27/08/14;Facturation des produits livr_s en trop T1;26/08/14;Transp;27/08/14;Demande enlèvement transporteur;;8/09/14;;17/sep;RECU 12 RF 80 AU LIEU DE 2 ET RECU 3 OKARA SP COLOR PAS CE;40002209;;13. NC voir retour stock;;;;;
2537;14/08/14;ENZA;26/08/14;ENZA;26/09/14;IMAN;cloture;2014/08;30022229;364550;182,07;182,07;5975;3. PHARMA;PCIE LIBERT;;201400504;L PH;0;APB:521103;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;ERIC SPELTINCKX;KLORANE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;27/08/14;Facturation des produits livr_s en trop T1;26/08/14;Transp;27/08/14;Demande enlèvement transporteur;;8/09/14;;17/sep;CL RECU CDE EN DOUBLE - RETOUR + NC;40002208;;13. NC voir retour stock;;;;;
2538;19/08/14;ENZA;26/08/14;ENZA;26/09/14;IMAN;cloture;2014/08;30019493-4;364916;176,65;176,65;10065;3. PHARMA;APOT HILDE NYS;;201400505;H PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur client;4. Excès - Cr_diter - enlevementCommercialErreur client;JAN DEBURCHGRAEVE;DUCRAY - A-DERMA;ELECTRONIQUE;516263;ZD-EXTRA DX SHP ECOFL400*;36;;ADV;27/08/14;Facturation des produits livr_s en trop T1;26/08/14;Transp;27/08/14;Demande enlèvement transporteur;;8/09/14;;17/sep;CLIENT RECU RAL - NE GARDE PAS TROP TARD ;40001107;;13. NC voir retour stock;;;;;
2539;27/08/14;ENZA;27/08/14;ENZA;4/11/14;ENZA;cloture;2014/08;30022517;365887;221,61;;1677;3. PHARMA;APOT DU FAUX BVBA;;;D PH;0; ;1. Trop peu - faire suivre;Transport;Colis manquant;1. Trop peu - faire suivreTransportColis manquant;DOMINIQUE AUDENAERT;FURTERER;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;23;;Transp;28/08/14;V_rification sur le site + mail;27/08/14;ADV;29/08/14;Colis localis_ - relivraison / perdu - NC T7 + T1;;#VALUE!;;;RECU QUE PLV ET PAS LES PROD - ATT POD SOBELTAX - REENCODE CDE CAR LIV URGENTE-NC A FAIRE-VOIR LITIGE 2590;;0030022831-1;7. Commande _ 100%;;;;;
2540;19/08/14;ENZA;27/08/14;ENZA;26/09/14;IMAN;cloture;2014/08;30017904-4;364935;137,89;137,89;45194;3. PHARMA;PCIE VAN CAEKENBERGHE W. (DYNA194);;201400506;V PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur client;4. Excès - Cr_diter - enlevementCommercialErreur client;THIERRY DELHALLE;DUCRAY - A-DERMA;ELECTRONIQUE;517050;D-DIASEPT SPR 125ML;48;;ADV;28/08/14;Facturation des produits livr_s en trop T1;27/08/14;Transp;28/08/14;Demande enlèvement transporteur;;9/09/14;;17/sep;RECU RAL TROP TARD RETOUR + NC;40002206;;13. NC voir retour stock;;;;;
2541;19/08/14;ENZA;27/08/14;ENZA;26/09/14;IMAN;cloture;2014/08;80000592-4;364887;136,86;136,86;7220;3. PHARMA;APOT VAN HYFTE BVBA;;201400507;V PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur client;4. Excès - Cr_diter - enlevementCommercialErreur client;JAN DEBURCHGRAEVE;DUCRAY - A-DERMA;ELECTRONIQUE;517050;D-DIASEPT SPR 125ML;49;;ADV;28/08/14;Facturation des produits livr_s en trop T1;27/08/14;Transp;28/08/14;Demande enlèvement transporteur;;9/09/14;;17/sep;RECU RAL TROP TARD RETOUR + NC;40002204;;13. NC voir retour stock;;;;;
2542;18/08/14;ENZA;27/08/14;ENZA;26/09/14;IMAN;cloture;2014/08;30018033-4;364681;107,73;;8094;3. PHARMA;APOT APOROTS BVBA;;201400508;A PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;SIGRID HEIREMANS;DUCRAY - A-DERMA;ELECTRONIQUE;517050;D-DIASEPT SPR 125ML;8;;ADV;28/08/14;Facturation des produits livr_s en trop T1;27/08/14;Transp;28/08/14;Demande enlèvement transporteur;;9/09/14;;17/sep;CL RECU 8 PCS DIASEPTYL SP EN TROP PAS FACTURES - RETOUR + NC A FAIRE;40002203;0030022949-1;13. NC voir retour stock;;;;;
2543;22/08/14;AMINA;26/06/14;AMINA;27/08/14;AMINA;cloture;2014/08;30022459;365662;4.684,18;33,12;3450;3. PHARMA;EPC SA;;;E PH;0032/83231351;0032/83231211;1. Trop peu - faire suivre;Transport;Colis manquant;1. Trop peu - faire suivreTransportColis manquant;GROSSISTE;N/A;QUENTIN;517483;C-EXO HUILE NETT 200ML;6;;Transp;27/06/14;V_rification sur le site + mail;;ADV;28/06/14;Colis localis_ - relivraison / perdu - NC T7 + T1;;#VALUE!;;;;30022807;;7. Commande _ 100%;;;;;
2544;29/07/14;ENZA;27/08/14;ENZA;27/08/14;ENZA;cloture;2014/07;30021428;363495;12.087,42;617,07;460003;6. GROSSISTES;FEBELCO CV;;;F GRO;0032/11231915;0032/11231923;2. Trop peu - Cr_diter;Picking;Erreur produit;2. Trop peu - Cr_diterPickingErreur produit;GROSSISTE;N/A;FLOR;PLUSIEURS;0;;;ADV;28/08/14;VOIR ACTION 2;27/08/14;Transp;28/08/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);27/08/14;9/09/14;;;PRODUITS NON RECU A CREDITER - RECU AUTRES A LA PLACE A FACTURER;0040001915-8;0030022957-1;4. Nvlle cmde + NC;;;;;
2545;18/06/14;ENZA;27/08/14;ENZA;27/08/14;ENZA;cloture;2014/06;30018328;359860;725,07;;7885;;;;;H PH;0;;1. Trop peu - faire suivre;Picking;Produit;;DOMINIQUE AUDENAERT;;ELECTRONIQUE;514008;F-OKA PC SHP ECLAT 200ML;1;;;;;27/08/14;;;;27/08/14;;;;CL RECU 1 PCS TOP PEU OK SH PC 200 ML A ENVOYER - RECU 1 EN TROP OK SH AL A FACTURER;;0030022958-1 / 0030022959-1;;;;;;
2546;28/04/14;ENZA;27/08/14;ENZA;27/08/14;ENZA;cloture;2014/04;50003224;353416;118,35;118,35;7885;3. PHARMA;APOT HEYLBROECK FRANS;;;H PH; ;0032/92825188;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;KAREN BROCHE;AVENE;ELECTRONIQUE;PLUSIEURS;0;26;;ADV;28/08/14;Facturation des produits livr_s en trop T1;27/08/14;Transp;28/08/14;Demande enlèvement transporteur;27/08/14;9/09/14;;;PAS CDE - CL RENVOYE AVEC AUTRE RETOUR PFB - NC A FAIRE;0040001916-7;;13. NC voir retour stock;;;;;
2547;23/07/14;ENZA;27/08/14;ENZA;4/11/14;ENZA;cloture;2014/07;;;;;3430;3. PHARMA;V-PHARMA (PPV);;;V GR;0; ;5. P_rim_s;Commercial;Demande de reprise;5. P_rim_sCommercialDemande de reprise;STIJN BOSMANS;AVENE;;PLUSIEURS;PLUSIEURS;;;Transp;28/08/14;Demande enlèvement transporteur;27/08/14;ADV;28/08/14;Etablir NC T8 entrepot 17;;9/09/14;;;CLIENT A RENVOYER SES RETOUR PERIMES A NIVELLES - NC A FAIRE;;;2. NC sans r_int_gration;;;;;
2548;28/08/14;JONATHAN;28/08/14;JONATHAN;4/11/14;ENZA;cloture;2014/08;50003563;366099;383,18;383,18;32501;3. PHARMA;NIVELPHARMA;;201400517;N PH;0;;4. Excès - Cr_diter - enlevement;Transport;Erreur de Livraison;4. Excès - Cr_diter - enlevementTransportErreur de Livraison;DAMIEN PRANGER;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;Transp;29/08/14;Mail transporteur;28/08/14;Transp;29/08/14;Demande enlèvement transporteur;28/08/14;10/09/14;;17/sep;VOIR LITIGE 2714 ET 3074 ;0040001921-7 / 40002292;0030023071-3/0030023072-1;13. NC voir retour stock;;;;;
2549;21/05/14;AUDREY;28/08/14;AUDREY;26/09/14;IMAN;cloture;2014/05;30015835;356849;511,11;16,42;8255;3. PHARMA;BVBA APOT GUNST TIELT;;201400525;G PH;0;;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;CHARLOTTE GHEKIERE;AVENE;ELECTRONIQUE;648575;A-ETA SPR 300ML;3;;ADV;29/08/14;Facturation des produits livr_s en trop T1;28/08/14;Transp;29/08/14;Demande enlèvement transporteur;28/07/14;10/09/14;;17/sep;;40002213;;13. NC voir retour stock;;;;;
2550;24/07/14;ENZA;28/08/14;ENZA;26/09/14;IMAN;cloture;2014/07;30021360;363221;2.754,47;221,55;4010057;1. COIFFEURS;MARLOOKS HAAR & HOOFDHUID;;201400528;M COIF;0;;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;RIANNE BROUWER;FURTERER;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;33;;ADV;29/08/14;Facturation des produits livr_s en trop T1;28/08/14;Transp;29/08/14;Demande enlèvement transporteur;;10/09/14;;17/sep;CLIENT RECU PRODUITS NON CDE RETOUR + NC;40002214;;13. NC voir retour stock;;;;;
2551;6/06/14;ENZA;28/08/14;ENZA;26/09/14;IMAN;cloture;2014/06;30017476;359186;3.451,83;37,8;4010057;1. COIFFEURS;MARLOOKS HAAR & HOOFDHUID;;201400529;M COIF;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;RIANNE BROUWER;FURTERER;ELECTRONIQUE;515794;F-KARITE SHP 600ML;3;;ADV;29/08/14;Facturation des produits livr_s en trop T1;28/08/14;Transp;29/08/14;Demande enlèvement transporteur;;10/09/14;;17/sep;CLIENT RECU PRODUITS NON CDE RETOUR + NC;40002215;;13. NC voir retour stock;;;;;
2552;12/06/14;ENZA;28/08/14;ENZA;28/08/14;ENZA;cloture;2014/06;30017463;359402;68,85;68,85;5960;3. PHARMA;CROCODILE NV;;;C PH;0032/56202164;0032/56217654;6. Erreur admin;Commercial;Erreur de s_lection client;6. Erreur adminCommercialErreur de s_lection client;LAURE-ANNE VAN HEUVERSWYN;KLORANE;ELECTRONIQUE;PLUSIEURS;0;;;ADV;29/08/14;VOIR ACTION 2;28/08/14;ADV;30/08/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;28/08/14;30/08/14;;;ERREUR SELECTION CLIENT NC + REFACT SUR CL 004388;0040001923-7;0030023075-3;11. NC + refac;;;;;
2553;12/06/14;ENZA;28/08/14;ENZA;28/08/14;ENZA;cloture;2014/06;80001329;359403;122,04;122,04;5960;3. PHARMA;CROCODILE NV;;;C PH;0032/56202164;0032/56217654;6. Erreur admin;Commercial;Erreur de s_lection client;6. Erreur adminCommercialErreur de s_lection client;LAURE-ANNE VAN HEUVERSWYN;KLORANE;ELECTRONIQUE;PLUSIEURS;0;;;ADV;29/08/14;VOIR ACTION 2;28/08/14;ADV;30/08/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;28/08/14;30/08/14;;;ERREUR SELECTION CLIENT NC + REFACT SUR CL 004388;0040001924-7;0030023076-3;11. NC + refac;;;;;
2554;18/06/14;AUDREY;28/08/14;AUDREY;26/09/14;IMAN;cloture;2014/06;30018268;359872;193,26;71,99;9443;3. PHARMA;APOT CANDRIES-DHOLLANDER;;201400532;C PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;KAREN BROCHE;AVENE;ELECTRONIQUE;522123;A-LT REP AP/SOL 200ML;9;;ADV;29/08/14;Facturation des produits livr_s en trop T1;28/08/14;Transp;29/08/14;Demande enlèvement transporteur;28/08/14;10/09/14;;17/sep;;40002217;;13. NC voir retour stock;;;;;
2555;9/07/14;ENZA;29/08/14;ENZA;26/09/14;IMAN;cloture;2014/07;30020282;362058;383,63;294,45;4010089;1. COIFFEURS;HAARZAKEN DANIELLE;;201400535;D COIF;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur client;4. Excès - Cr_diter - enlevementPickingErreur client;RIANNE BROUWER;FURTERER;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;30/08/14;Facturation des produits livr_s en trop T1;29/08/14;Transp;30/08/14;Demande enlèvement transporteur;;11/09/14;;17/sep;RECU CDE DE JOEL COIF CL 4010004- RETOUR + NC A FAIRE;40002221;;13. NC voir retour stock;;;;;
2556;9/07/14;ENZA;29/08/14;ENZA;26/09/14;IMAN;cloture;2014/07;30020280;362056;196,46;196,46;4010004;1. COIFFEURS;JOEL COIFFURES DOM;;201400536;J COIF;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur client;4. Excès - Cr_diter - enlevementPickingErreur client;RIANNE BROUWER;FURTERER;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;30/08/14;Facturation des produits livr_s en trop T1;29/08/14;Transp;30/08/14;Demande enlèvement transporteur;;11/09/14;;17/sep;RECU CDE DE DE DANIELLE HAARZAK CL 4010089- RETOUR + NC A FAIRE;40002219;;13. NC voir retour stock;;;;;
2557;13/08/14;ENZA;29/08/14;ENZA;5/11/14;AUDREY;cloture;2014/08;30022181;364500;377,6;57,24;40100224;1. COIFFEURS;COUPE & COLOR;;201400538;C COIF;0; ;2. Trop peu - Cr_diter;Picking;Erreur produit;2. Trop peu - Cr_diterPickingErreur produit;RIANNE BROUWER;FURTERER;ELECTRONIQUE;514964;F-ASTERA SENS SHP 200ML;6;;ADV;30/08/14;VOIR ACTION 2;29/08/14;Transp;30/08/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;11/09/14;;;PAS RECU - RECU ASTERA GEL A LA PLACE RETOUR + NC A FAIRE - NC S/ PROD NON RECUS - REPASSE CDE;40002770;0030023522-1;4. Nvlle cmde + NC;;;;;
